img,sigma,H,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,AU11,AU12,AU13,AU14,AU15,AU16,AU17,AU18,Pose1,Pose2,Pose3,Pose4,Pose5,Pose6,Pose7,Pose8,Pose9,Pose10,Pose11,Pose12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
flipped_image_083.png,0.29896215,2.5710160732269287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.04533,121.130325,118.92802,157.41635,120.78742,119.1226,99.23404,121.92188,121.74879,27.936121,125.287636,125.16617
flipped_image_075.png,0.44521126,0.4843900799751282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.87443,146.54001,76.912155,143.41914,116.34705,115.887215,34.57826,121.54977,128.21446,89.42308,108.36711,134.80472
flipped_image_130.png,0.49696684,2.0130810737609863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.81126,147.83826,74.98766,137.60255,114.76253,109.978966,89.58345,118.87223,128.7404,41.551094,120.56586,135.98485
image_102.png,0.40998593,0.6869615316390991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.42627,157.41286,150.42809,9.778857,128.18617,126.01922,210.68713,123.532455,132.06636,159.49582,113.65006,124.60642
flipped_image_012.png,0.49251232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.515816,157.57625,65.68393,106.176155,149.2201,64.92856,19.41584,125.61904,122.57453,109.15457,126.740875,158.13019
flipped_image_024.png,0.41054612,1.7482280731201172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.14235,148.94038,71.4397,124.26859,134.16907,77.79984,48.52265,121.226524,124.92481,157.37775,122.43641,142.61253
flipped_image_057.png,0.50614834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.48452,158.02362,65.37033,171.73038,116.88305,108.71468,21.21222,125.69619,125.217926,106.42555,106.34779,134.9111
flipped_image_107.png,0.52178824,0.6365141272544861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.29053,146.07692,82.28504,123.16751,118.74181,94.52444,160.43568,111.90948,102.57546,33.479885,122.25447,122.78086
image_084.png,0.5286212,1.0356584787368774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.20622,128.08102,105.68297,157.13168,107.70417,110.43289,31.41907,125.12534,130.23297,106.27283,119.30592,156.02179
image_016.png,0.32338914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.23826,147.27817,69.601,122.2645,127.45551,84.289665,36.842163,124.73307,116.36989,163.4045,119.09544,132.60635
image_094.png,0.5242302,0.8647400736808777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.31597,138.56274,83.38045,23.480196,123.695244,126.91578,123.65881,110.549934,131.43027,76.67857,123.36494,153.68346
flipped_image_128.png,0.611388,-9.99999993922529e-09,0.109023646,0.11149442,0.010662784,0.4889437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30772,151.56102,72.22692,104.26365,125.81652,93.011696,75.113335,127.45173,129.64795,35.93615,116.51871,136.07483
