content,style,IP,total,S,C,E,H
56159,flipped_image_105,0.18456215,[0.50455445],0.18974138908653831,0.9690450481734513,0.5697602110600775,[0.67012453]
55193,flipped_image_063,0.18286154,[0.54052526],0.1916140324133245,0.9532298756250018,0.784926310430096,[0.8202063]
55193,flipped_image_010,0.18114984,[0.44420347],0.18979069156173398,0.9133820151179944,0.3030129844634364,[0.5968312]
55193,flipped_image_019,0.18046534,[0.5174472],0.1892171155685502,0.9665011639271932,0.7279749451292008,[0.4738397]
55193,image_071,0.17972806,[0.4543833],0.18846441534293,0.9193689939091584,0.3500603457701884,[0.63662684]
55193,image_014,0.1779097,[0.4836626],0.18650789973841397,0.9717695593148659,0.3360614381266058,[0.969371]
55181,flipped_image_110,0.9993267,[0.7848987],0.9994702579458998,0.7943726068407362,0.0,[0.93703645]
55181,image_136,0.18304525,[0.46826303],0.18875004556646016,0.9059616450634945,0.45098448174430006,[0.68903697]
55181,image_053,0.18251783,[0.38804385],0.1882228965371826,0.8799967148808726,0.0,[0.59866774]
55181,flipped_image_004,0.18126613,[0.5411197],0.18694264735474808,0.8870677141201684,0.9350477761317575,[0.8254181]
55181,image_091,0.1798031,[0.39435396],0.18550076449156394,0.9455431492056355,-0.1986802473692486,[0.95485324]
55046,image_040,0.18904535,[0.36698097],0.19520230695063154,0.8524086980364908,-0.18541284578208306,[0.8293825]
55046,image_045,0.18443269,[0.38577822],0.1906265457062714,0.8883242468134904,0.0,[0.4793536]
55046,image_098,0.18116531,[0.42433053],0.1873034420453641,0.9445338029760268,0.0992876919492768,[0.6485102]
55046,flipped_image_043,0.17977867,[0.3961708],0.18607369274733987,0.9187127994030316,0.0,[0.5504023]
55046,image_113,0.17852245,[0.40857273],0.18468974100167437,0.9265624893123897,0.0,[0.76518214]
56002,image_142,0.20012109,[0.5092639],0.20828127240107597,0.975338514444072,0.4897827819248002,[0.78108567]
56002,image_102,0.18339905,[0.4034642],0.19175194578379476,0.8936285362713371,0.0,[0.78999335]
56002,image_133,0.18333301,[0.47625893],0.19167465610689985,0.9164380507056895,0.41930705870837237,[0.851883]
56002,image_058,0.17888074,[0.46637756],0.18713875533440966,0.8366446240178694,0.587505734486966,[0.67377853]
56002,flipped_image_089,0.17711502,[0.40691796],0.1855098593977235,0.9485647387983452,-0.0639202209337353,[0.78363276]
56937,image_117,0.19134481,[0.42136034],0.19725766069029915,0.9714160712940413,0.0,[0.6261338]
56937,image_118,0.18289146,[0.42233434],0.18877983835634446,0.975175010026967,0.0,[0.7078388]
56937,flipped_image_136,0.18183878,[0.5385375],0.1876947910777043,0.9644406372953592,0.843940884277813,[0.5753365]
56937,flipped_image_025,0.18159735,[0.3871545],0.18744050960307582,0.9871204933778854,-0.312070574945963,[0.882173]
56937,image_120,0.18077847,[0.4092816],0.18661719291298717,0.9625634500111613,0.0,[0.5440794]
55027,flipped_image_017,0.20009327,[0.49377492],0.20774248536615122,0.9468808430385701,0.44162830513747575,[0.7919037]
55027,image_118,0.18904221,[0.43819177],0.19676936424706803,0.9727213297119635,0.0,[0.95981383]
55027,image_091,0.18851948,[0.39049146],0.19631704415128476,0.9564946073484198,-0.23608522689573042,[0.8159467]
55027,image_141,0.18343396,[0.45461258],0.1913091615023132,0.959138488126242,0.25445295285488295,[0.66097]
55027,flipped_image_060,0.1817484,[0.4204076],0.18957925464444508,0.9498223164048818,0.0,[0.8134255]
55325,image_126,0.19243315,[0.40703723],0.19902234160646673,0.8679091713478768,0.0,[0.9430659]
55325,flipped_image_045,0.18582606,[0.39580712],0.1923293351230394,0.9151564985831884,0.0,[0.50191]
55325,image_049,0.18429726,[0.38057443],0.19094082206962143,0.8956228238365209,-0.1635673703018419,[0.8190459]
55325,image_148,0.1830802,[0.41549796],0.1897215777781672,0.9093957475342654,0.0,[0.95636886]
55325,image_078,0.17857952,[0.33619496],0.185234571169185,0.9226752347752736,-0.4719302262642924,[0.75129247]
56122,flipped_image_011,0.18485092,[0.5090944],0.18965948640508914,0.9302649551186212,0.585098127739435,[0.9484095]
56122,flipped_image_091,0.18425724,[0.4920724],0.18899484073680226,0.9420905533028691,0.5021751155213957,[0.79243094]
56122,flipped_image_080,0.18353564,[0.46190032],0.18833347720138682,0.9438367119857539,0.3381226518894109,[0.6772833]
56122,flipped_image_067,0.1813651,[0.4986991],0.18626311809526583,0.9275197673176767,0.5294787191847272,[0.9577962]
56122,image_022,0.18069384,[0.4965709],0.1855511966537962,0.9021869183414215,0.5749177275175041,[0.9380313]
55231,flipped_image_105,0.18753888,[0.28896177],0.19487431456764864,0.9065050703287747,-0.765515077478056,[0.6880069]
55231,image_089,0.1803107,[0.28513455],0.1876451743771306,0.9129915171679177,-0.8446280984851334,[0.8821748]
55231,image_033,0.17722556,[0.43029606],0.18455848184871282,0.9100284819225782,0.257398198184024,[0.52797055]
55231,image_105,0.17544365,[0.49001583],0.18301548331980358,0.9064183971040718,0.6146001746557751,[0.6878507]
55231,image_130,0.17538118,[0.39295572],0.18295081209046885,0.9096660858415642,0.0,[0.5716096]
56951,image_090,0.19067952,[0.43179455],0.19589286790986982,0.9352139270337827,0.05455505057712644,[0.9020139]
56951,flipped_image_118,0.18377797,[0.41346374],0.18908728167763544,0.9213103863793907,0.0,[0.8505397]
56951,flipped_image_035,0.1829947,[0.49117795],0.18832710968422292,0.9708042566392138,0.5271878913324638,[0.53389853]
56951,flipped_image_017,0.18084133,[0.400109],0.18618477547728268,0.8861967030389134,-0.02594730278705039,[0.90099376]
56951,image_035,0.1805614,[0.5049535],0.18582103998388524,0.9708078261764057,0.627408530769485,[0.53378713]
55194,flipped_image_017,0.18502845,[0.4306931],0.19206764168433013,0.9269978995727761,0.06229996335855916,[0.9442977]
55194,flipped_image_102,0.18202342,[0.40737444],0.18911662254937,0.8817992303585009,0.0,[0.96552706]
55194,flipped_image_073,0.18168673,[0.40128154],0.18879339281241883,0.8730234241108529,0.033186443362676316,[0.79999685]
55194,image_035,0.17748713,[0.506027],0.1844743832934251,0.8954205686670922,0.8042632017456325,[0.49048322]
55194,image_129,0.17728049,[0.50446826],0.18441480711340613,0.9460564882222392,0.585148182273478,[0.8134334]
55592,image_108,0.9982197,[0.7753592],0.9983929224203506,0.957792836553933,-0.3087649145546647,[0.70279205]
55592,flipped_image_087,0.19078681,[0.41437757],0.1966678637522221,0.9535162032592148,0.0,[0.59977555]
55592,flipped_image_093,0.1859884,[0.35747075],0.19189796374017784,0.8936667800191259,-0.29873168821867696,[0.7646298]
55592,image_144,0.18167937,[0.49103424],0.18754641127544194,0.9790499442070993,0.3626898739460761,[0.9828512]
55592,image_041,0.18079525,[0.34197563],0.1867707669162827,0.8337867598375623,-0.3311167728198258,[0.96243435]
55115,flipped_image_094,0.20233628,[0.37549567],0.20808238205366147,0.8858188901095508,-0.12377487857725283,[0.48550057]
55115,image_007,0.1865224,[0.42549074],0.19233835968429283,0.8391220037105926,0.30436634134035856,[0.6385998]
55115,flipped_image_043,0.18292001,[0.3886923],0.18886601093914862,0.9248074328927226,0.0,[0.3363415]
55115,flipped_image_120,0.18266743,[0.27971858],0.1885499967036063,0.9196705541451261,-0.7634487015783827,[0.48119402]
55115,image_031,0.18227135,[0.5296392],0.18814865094783614,0.9265430070529278,0.8947233005942209,[0.4678694]
55161,image_071,0.18922025,[0.5076023],0.19587481114966057,0.8733225314459894,0.6975892673132055,[0.86059445]
55161,flipped_image_104,0.18660343,[0.32806736],0.19326884660391033,0.9657557523000787,-0.7059227194090598,[0.9518923]
55161,image_015,0.18550712,[0.34378353],0.1921026982272179,0.9407902824595418,-0.4985432827370963,[0.8055317]
55161,image_063,0.18511567,[0.48127544],0.191751682162883,0.9515447517417865,0.34765066913237913,[0.95577127]
55161,flipped_image_094,0.18269892,[0.376544],0.18943094245058256,0.9351194811902528,-0.24498888398281615,[0.76082075]
55304,image_068,0.18875557,[0.36695272],0.1976193572059467,0.8338125906254806,-0.11171712281708623,[0.69513696]
